1544676739589391843,37.5121445,127.0612983,36.012,10.810944,10.810944,15.6816
1544676739688301613,37.5121358,127.0613029,36.03,10.6929,10.6929,15.610401
1544676739786100521,37.5121272,127.0613076,36.047,10.595025,10.595025,15.563025
1544676739888306576,37.5121185,127.0613123,36.059,10.4976,10.4976,15.515721
1544676739986428534,37.5121099,127.0613169,36.063,10.400625,10.400625,15.468489
1544676740082579111,37.5121012,127.0613215,36.082,10.3041,10.3041,15.421329
1544676740186664650,37.5120927,127.0613261,36.08,10.208025,10.208025,15.350724
1544676740287551426,37.5120841,127.0613305,36.091,10.1124,10.1124,15.303744
1544676740415306959,37.5120756,127.0613351,36.103,10.017225,10.017225,15.256836
1544676740587619810,37.5120586,127.0613441,36.119,9.998244,9.998244,15.303744
1544676740686612521,37.5120503,127.0613486,36.113,9.903609,9.903609,15.256836
1544676740787447481,37.512042,127.061353,36.095,9.828225,9.828225,15.21
1544676740887499042,37.5120337,127.0613574,36.088,9.753129,9.753129,15.186609
1544676740986577122,37.5120254,127.0613617,36.098,9.659664,9.659664,15.139881
1544676741087506114,37.5120172,127.0613661,36.085,9.585216,9.585216,15.093225
1544676741189349787,37.512009,127.0613704,36.091,9.511056,9.511056,15.069924
1544676741286539002,37.5120008,127.0613748,36.067,9.437184,9.437184,15.023376
1544676741413192549,37.5119926,127.0613791,36.077,9.381969,9.381969,15.000129
1544676741587723186,37.5119762,127.0613876,36.07,9.3636,9.3636,15.046641
1544676741687428768,37.511968,127.0613918,36.093,9.290304,9.290304,15.000129
1544676741786265302,37.5119598,127.061396,36.108,9.235521,9.235521,14.9769
1544676741887465137,37.5119516,127.0614003,36.099,9.162729,9.162729,14.930496
1544676741986064702,37.5119432,127.0614045,36.121,9.108324,9.108324,14.907321
1544676742088735362,37.511935,127.0614087,36.113,9.036036,9.036036,14.861025
1544676742186446450,37.5119267,127.061413,36.122,8.982009,8.982009,14.814801
1544676742287543947,37.5119183,127.0614173,36.124,8.910225,8.910225,14.768649
1544676742414751980,37.5119101,127.0614215,36.114,8.856576,8.856576,14.722569
1544676742595326036,37.5118933,127.0614299,36.099,8.856576,8.856576,14.768649
1544676742786187820,37.5118764,127.0614383,36.092,8.856576,8.856576,14.814801
1544676742885355600,37.5118678,127.0614422,36.07,8.785296,8.785296,14.768649
1544676742988584475,37.5118592,127.0614463,36.065,8.732025,8.732025,14.722569
1544676743089434865,37.5118507,127.0614502,36.074,8.678916,8.678916,14.676561
1544676743191957391,37.5118422,127.061454,36.049,8.6436,8.6436,14.653584
1544676743296502040,37.5118336,127.0614578,36.052,8.590761,8.590761,14.607684
1544676743492457864,37.5118164,127.0614652,36.055,8.608356,8.608356,14.653584
1544676743595142127,37.5118077,127.0614687,36.069,8.555625,8.555625,14.630625
1544676743789596010,37.5117906,127.0614757,36.067,8.590761,8.590761,14.676561
1544676743896102177,37.511782,127.0614791,36.074,8.555625,8.555625,14.630625
1544676744098265865,37.5117651,127.0614859,36.049,8.625969,8.625969,14.722569
1544676744287315741,37.5117482,127.0614923,36.013,8.696601,8.696601,14.814801
1544676744415670592,37.5117397,127.0614954,36.015,8.678916,8.678916,14.791716
